title,year,certificate,runtime,genre,rating,image
Tadakha,2013,UA,147 min,Action            ,1.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSa-wH3CS5JAinLkHZPpGvBA3jDP0vQi5am9HB4fW1O-LarRZOVauuMY046b_g&s
Bemisal,1982,U,142 min,"Drama, Family            ",5.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR17nzuyUhV4GaL5h5hZTbjN_O-iY_PfcCiXw3RFzqNYpHRCRjMiE_NZYRYNg&s
Pitaah,2002,A,126 min,"Action, Drama            ",7.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHzWP0_0saZy6lINx0EKikW25hkv3V7XWLd6Un-AWilVM6rg9FitxlNGDZzA&s
Mounam Pesiyadhe,2002,U,148 min,"Drama, Romance            ",6.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEKYFQyCA3ICxpsKD5uUbEqBrLRgu_UNJYl5IYTTTyv8TUlBXJg3MabP5Elw&s
Souten: The Other Woman,2006,A,131 min,Thriller            ,7.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQqL2D-mkYHOlJDKb0BcEWg7P72Oxi2SVe9WIcIW7rJFwJXXyqEp5ItEeBSoO0&s
1962: The War in the Hills,2021–,12+,45 min,"Action, Adventure, Drama            ",5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZeMbVan0uMtTtBMXmoFAWc7oYlSCyl9bgu1djaOzIS5dwvGphrDZ09gFlRg&s
City Lights,2014,UA,126 min,"Drama, Thriller            ",4.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKVubQGbtv_INgZUnh7NDKAM1TfRRH-tpHR8ZbCt3nxDltiJ7Pqdl3i6s7Hjk&s
Aa Ammayi Gurinchi Meeku Cheppali,2022,UA,142 min,Drama            ,8.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnNJN_T2p2q_2Ls6uO_8VDMQyBBmHKNBVzRag3N6oZVrq15JOhyomNgiqmaL0&s
Paurashpur,2020–,A,25 min,Drama            ,8.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTaYPgOP2ELYb61s6_M4E_tqN1wflEgLB-1CcrsxjRKcdKL6u0S38PvHD0gCg&s
Shaktimaan,1997–2005,U,60 min,"Action, Adventure, Family            ",5.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFNlBWOk8bd1-xMHqcEykyyCSHjHWdprkn77YZwlaV0qQmv-MMl0MqtM0n6Q&s
A Simple Murder,2020–,16,35 min,"Action, Comedy, Crime            ",5.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRX7OarlHGGW2UlWJ44zgjbNMJwX97i0qJJCkmf1nip215c2CPRpEatRhzN9rs&s
Deewane Huye Paagal,2005,UA,158 min,"Action, Comedy, Drama            ",5.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVmX4PKM7pSOsdGidrupj5Sw8ICQqz0JoLAHuEhRwYJlDk-GUshAwq4Qq0QpA&s
Bank Chor,2017,UA,120 min,"Action, Comedy, Crime            ",5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQHhhwKMv8dd1XBEJBRby5vFv5QsjJHersJQ_ji-sNzHDmoQRuW7QD_ONIqQ&s
Minsara Kanna,1999,U,165 min,"Drama, Romance            ",5.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTAzt6ZURtbe0wPvQB4YB2baX0DZXfsyCd9FtuvYGRna2lQ3_pu4Ljg3EpilvA&s
Jil Jung Juk,2016,UA,136 min,"Action, Comedy, Crime            ",6.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRuzoR8dqJ0-LpnGBTmnBvNfh-OmTdQaAs-GDuhMo1iZXpRV1YKFvVClLLXwOM&s
Baazi,1995,A,183 min,"Action, Thriller, Crime            ",5.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSTmLgx_oFLou_KRZ8FiOSk0TSYr2IqC75QClrH_mFq7AgAouKi_7MqM1tNUg&s
Lal Jose,2022,U,120 min,Drama            ,6.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKrA5Q_x4LWIKbjPX2er4y4lPXiMLPI2MPH9r0ixziLIhNuc8qe0JMFlA39w&s
Khaali Peeli,2020,UA,119 min,"Action, Comedy, Romance            ",7.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ4YM9p57HBgUHwTg-L9DFMe53xtHt6aCOdFa6swhSvqRi8d275hRE-aWek_Nc&s
Ittu Si Baat,2022,U,110 min,Drama            ,2.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjcWfkxg3O0pdxGtSH2l9njOK_kTOPVVzIDZaMiEYsglsAab86v6KuIKH3BUI&s
Ayngaran,2022,U,137 min,"Action, Drama            ",1.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2U8hGwBACmCHKZF32YOyxwkCp_g06iBu08IMv6bL8YUzC5tFvaYXJ_i6tjA&s
Mukhbiir,2008,A,132 min,"Crime, Drama, Mystery            ",5.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTynF_qNGWgfxPIfJ5ytxVXi2QVj_Pjq8YwO1TPnN0EZfNjf6kg-HfSNO_C-W0&s
Ek Jaan Hain Hum,1983,U,151 min,"Family, Romance            ",5.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDrnlTVbyC3FmWGQTOwL1w61hHIxdvpdA-_jsxYduSgh3knGVIqamHOmRRQgE&s
Dhoop chhaon,2022,UA,136 min,Drama            ,7.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRjXUsEXy4TGsCa9t7PQQz4KPYJTx82pY03mshy1ibwe7RsWJWsGbJuMgwkaw&s
Phas Gaye Re Obama,2010,A,108 min,"Comedy, Crime, Drama            ",7.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSRVBd22oooMvYmU_CdzlqHcfVf8mEGhpd4eUErCXw-LoLOld-Quq0rXsqxnw&s
Sanam Bewafa,1991,U,160 min,"Drama, Romance            ",7.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC95SO-aMENJqV13jd87J7GUabb7NwjY7gxD9UQnoS56kvOpkx3MV514LVXw&s
Jihne Mera Dil Luteya,2011,U,135 min,"Comedy, Drama            ",6.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_4VxMy6h63Fu1zNjXoxblCQiA4AATV0EQ4R5ZPZPPQalkawi5MxcvWQy6wws&s
Nerkonda Paarvai,2019,UA,157 min,"Action, Crime, Drama            ",7.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQqdAxjGkzhwJ4TmvhT8XlNtj-r-NMUoszan1gCPzaFkVOOlV4aptsFoCcOSA&s
Rama Rao on Duty,2022,UA,146 min,"Action, Crime, Drama            ",6.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQFZst1cs_KIxSqiXyufRLlw98vCEBF-6IOv1oo5soFQARPs_5yFXMS7Bjlyw&s
Hindutva,2022,UA,144 min,Drama            ,1.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdoSxLNTDEPogWdoNk0yI5rMR7jdSbjWx0BMswcMCPymJ4mSGrvUpvzs-mgqw&s
Solo,II 2017,U,154 min,"Action, Drama, Thriller            ",6.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRV0TY5-h9s_9MrkWTXGoWckGV_E6i_dpbqWzoYQpVRUDIW-I47l3dK4uPyXw&s
Buddha: Rajaon Ka Raja,2013–,16,58 min,Biography            ,5.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQaj1gXimPkBPUuJ74TfDknes3hmHY_c-Tcl039ja3ZrMxzKiZ7Dtj91FvFzGU&s
Sufna,2020,UA,130 min,Romance            ,4.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQODGwARSqdZTMjq54VKietGOj-37aZ8_Zengo5rlPuRLcSL-GUikh3gyyxFQ&s
Hulchul,2004,U,149 min,"Action, Comedy, Drama            ",8.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQo9qoYGIV-20fYND3y5RXvChTF3v_6yqeyjqtk0P8trKng3GjkwrOE5Bik1bo&s
Aranmanai,2014,UA,160 min,"Comedy, Horror            ",6.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWOvnrTDrta-WwMucDMNNBWz54TuylbKcJbjcRRe0pL8h9Ufre8TvCULd32g&s
Stand Up Rahul,2022,UA,142 min,"Comedy, Drama, Romance            ",5.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRjfYjHn6n2nnKkZzndH6RwJ8Ze-TM3tFBzMOIs7Yiy9r1fF4yohX10xhph0A&s
Vaazhl,2021,UA,112 min,Drama            ,6.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSP1RreohIfTiwMoDGH9YFpYwIohUWO8kr4I_2xAsU2-SWX_efxWa-xUTBSew&s
Kaanchi,2014,UA,151 min,"Drama, Musical, Romance            ",7.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOaGnIky0jVsTOsYx6JFLFSFdgaGThJNB2qiA8uaRNiyz_nhgPrl0Ln5NR0hg&s
Neevevaro,2018,UA,130 min,"Action, Drama, Romance            ",7.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSBpGayXvPhOCMjs4slyMkyVkQtzDeiRAOK7cLoz02g8sSOlWWGj79Z9k72&s
Bogan,2017,U,160 min,"Action, Fantasy, Thriller            ",6.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTluITbiu6Z65shCZRRzmQzNq3aP-TcqqPv4QyQW4u5Hs7CqOHOjtfvXp1i_A&s
Danny,II 2020,UA,100 min,Action            ,4.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTCDEIJPBgoR84a1rjYwKb5RwWtguP-0shWkARVFl-gv35xY4xWWSb691CQ9g&s
The Hacker,I 2019,UA,121 min,"Action, Drama            ",4.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRj_weKrLyq6KdKnngtpvECOxkIZ_TGLpNY599jsnuTi2FxzPXJWA-v9hi1mHg&s
Naan Mahaan Alla,2010,UA,132 min,"Action, Crime, Drama            ",6.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAgHhee_Vz8ucn_F3Va-NJKicRaB_mTvp18isddEPxAVv7Z4czREjgYogENnE&s
Aandavan Kattalai,2016,U,151 min,Drama            ,6.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTTMu0vDj2kdB5WsmZFe0t2jVLFGgQQvWpGgqQSDC_Wz9C57Biw7VaQzsoICw&s
Dil Toh Baccha Hai Ji,2011,A,143 min,"Comedy, Drama, Romance            ",6.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6VVkRf6JcWXchqMxO8kTWvuNgNizw-N61dTxk7PlS1mET4h9vkaO8wBPwZA&s
IPC 376,2021,UA,139 min,"Drama, Horror, Mystery            ",9.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTqieLBKIxPu_yCXbp9VtyhnliUyFoKiwzfytZ0TPSB5iRT2oQkkqYEeEy55II&s
Thuramukham,2022,UA,175 min,"Action, Drama, Thriller            ",5.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRm9VPW59_b9c_mL5YeMTXpYejGuCTfjTtOZXgdx1nNYgzXrEQHd3795UC6Ac4&s
InMates,2017–,18+,25 min,Comedy            ,6.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW_tnA83qWgl0XS-YwQuAWbikWL_HUrJxwNp65YF4MkMJ5Cl67629SshmffQ&s
Devadas,2018,UA,159 min,"Action, Comedy, Drama            ",6.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRjhC8L_AZ0VlUmPTzXVhFQwBB17icd267sOcSiGhY-BdI53kpjz4sCsA7wZg&s
Tukaram,2012,U,156 min,"Biography, Drama, History            ",6.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCSe8CeuegdL6Yut_JuM-FJdL_jMDSuI_x-r5GTQj11zMMzkqDvAiVm6oUAro&s
Devi 2,2019,U,125 min,"Comedy, Horror            ",7.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSI-dQpTFAI7YsVkkjn5uxLuh5kGgiK4t4p9ZdfQoaL9Ds9sHvl9UVv-36yj7I&s
Aksar,2006,A,135 min,"Drama, Romance, Thriller            ",4.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRhzpd3VjK9vZl0rGbR_LlwK5TdqF8_GeEvv9eFmLPEpsS0BN0097lCo5hvLV0&s
Banni Chow Home Delivery,2022–,UA 13+,20 min,Drama            ,6.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSpeG1g0nEbXfQBRDjsKkZai_qF2ipr-GY0nghktK5lTDJpzTD-M2oc3_o1Qg&s
Dujone,2009,U,136 min,Romance            ,6.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRjk5labI_za1SMty-hCkl1D5vqoUiTy3hJHmHdJXkIbaZ4VKlM9346ASN2Xw&s
Ek Hasina Thi,2014,12+,20 min,Drama            ,6.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTb6WgGLbnkP6578v-n0f22qyxqt0vaEeK9VVxMTv1Q9U6BACX2O5DSxHTmTK4&s
Yakeen,1969,U,138 min,"Action, Crime, Romance            ",4.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSlOw1ez8TyoCTYQ4H7Lqv6HuXVANbhyyCr5Mxd_SBIYUe__DUaRI59fD-hjQ&s
Gitanjali,1989,UA,150 min,"Drama, Romance            ",6.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPEH3QHZAiznU65PWHynuS239DVlGkIgIThgorkgPkZsRFVf5GVSlsk116Ag&s
Iyobinte Pusthakam,2014,U,158 min,"Action, Adventure, Drama            ",6.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmgLFm_5CWZUDW9y66AfKKjS9OGMef2f1A66qGTUBORCBZ7cZ2Oe4FlZHGUQ&s
Mohra,1994,UA,177 min,"Action, Drama, Thriller            ",8.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSKfBEWHFFkfFwuzwlSES7gCB8bxwu8avruFxXTm9U-v2xmklqyC3Bxxh4eww&s
Bicchoo Ka Khel,2020–,UA,22 min,"Crime, Thriller            ",8.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSdQ9syiFy15Y8dj55qEiBllk1heizNg5RmyNtG6begCOy-CNK-YlwN60fAQ&s
Vinodhaya Sitham,2021,UA 13+,97 min,"Comedy, Drama            ",7.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTX0b754r8nkHBSXNt976PJbffWfamiCF2jThxxBlgVILLblXUzgvG969oC1Q&s
Mudhal Nee Mudivum Nee,2022,UA,148 min,"Drama, Fantasy, Romance            ",6.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT1GZBJ4L08fe8acC633mcoNE0_Lw1M-fWbRivmtibfDoyKDRfG2wrlTCrvdmQ&s
Puthiya Niyamam,2016,UA,132 min,"Mystery, Thriller            ",7.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQLpYoO0Vf3KjzLLPGiqWKW8miUdxE-izT9PLmVB7tNfvZocaGkNDLOLYrKaQ&s
Sumi,2022,U,90 min,Drama            ,5.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5QZY562Uzeh5O2UJS2-v5BrnAoYvky1zBgPhLuqhE-fzggHAB0XSj30bumuI&s
Flesh,2020,A,340 min,"Crime, Thriller            ",6.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcScDqNeavlgPZfCf1qteSipsMIOHdnEWUqhYdnO2FqFMAvr7W8u9hPGKW8hMg&s
Tango Charlie,2005,(Banned),142 min,"Action, Adventure, Drama            ",5.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdQZDBzf8vE0zwD6OsAY5j-S87kmS4fIQFnD5tYb2IsR_HBwLoY4FVmNPubfc&s
Putham Pudhu Kaalai,2020,16,129 min,Drama            ,7.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRLfIaH4uZWqw5VXGlQeja32jBKiAe-7JswtHLZ53mkds2fIu7JnKgwS5nrXQ&s
Sigappu Rojakkal,1978,A,129 min,"Drama, Thriller            ",4.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ1uph7NX702OTTgETklSgE43iA4i5UJeewXZ5eITfLEUlgJWk1tTGz_ERNsKQ&s
Yaaradi Nee Mohini,2008,U,174 min,"Drama, Romance            ",4.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdL8whlU-7WTyEXg78LBjZUxOheFA_Omw3ShXYU0LdoBLTUyx9o-KcjYiVHN4&s
ABCD: American-Born Confused Desi,2013,Not Rated,166 min,Comedy            ,5.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDnZriWbkKNlVpC959NM5DiepNMHrOZ6Dab1kji6D2UeX1cvAXLKsoDN5KT34&s
Marutha,2022,UA,165 min,"Drama, Family            ",8.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQcOcYWePfQX6tDz8ohvmu6tno9EX4vL0QrJONUFyNkCxaeqyGrB3zg3a3cWT0&s
Aarakshan,2011,(Banned),164 min,"Drama, Thriller            ",4.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHPEt6fC2FRok3FOJFRK3Lw9H6BcIaooub3jfLgISrp8-02t1tXj8TIyxFzg&s
Soorya Manasam,1992,U,113 min,Drama            ,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSrvvGmQv9aLlO1ymgSny_cjQWO2r52Ehq3XFxeULEoBhwNb4BBnk70wxYnGzE&s
Asur,2020,U,139 min,Drama            ,7.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNeHMvjO1Gqb4STjlHzBJOICHHTlFLnnB_2Fl-SDAFPYZIJVRCQqdbZA3OuQ&s
Sakthi,2011,A,161 min,"Action, Adventure, Fantasy            ",5.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHl14qRKC0H2oqjYZP9SngsI46rtZF-V_8mJtImr6GcOpJnIIOCLGEUHZ_Cns&s
Wheel Chair Romeo,2022,A,147 min,"Comedy, Drama, Romance            ",4.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3fbEmGzL4fODxY4EAagQFgSF8wknLcdLOQMcLkMwoFOsGBg--1Wp31dLhRw&s
Hum,1991,U,184 min,"Action, Comedy, Drama            ",5.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTvdfdjDDwCaz58sMCCgUygffmzi6CoPbpA_NAYDFpndJVNIKDSmQL5E4iOFr4&s
Chandramukhi,2022,UA,164 min,"Drama, Romance            ",7.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT25jZyqCAWF2rQLT4tl3Hlom9aOcXPScgpxE03CLkluh8582z7FT37xs1afw&s
Qayamat Se Qayamat Tak,1988,U,162 min,"Drama, Musical, Romance            ",5.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSvq4PjqpxjGmaNxfVww8JOJ1w5u7suix5qs1QcWovGRWoFPzCpbjRECb4dpA&s
Jaanwar,1999,UA,172 min,"Action, Crime, Drama            ",5.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWEZVbrly5LiKhu5vhDBaVQr1argDwBkEsvPVKJsSXOzNBNpt-_b_hAMg6hw&s
Parineeta,2005,UA,130 min,"Drama, Musical, Romance            ",6.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmRZUxJXD-gZtdz3gyXDo4rkLhFy9zQdaZD6UkB5MPlp4lzqc2Pap-Q-WRmQ&s
Athiran,2019,U,135 min,"Mystery, Thriller            ",6.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC34VEHYkILzflqmv_3_oXrCWI7FLUEosUQ5dyOwqklO0Hk7BgGp7rzfq2OCs&s
Valayam,2020,UA,140 min,Mystery            ,4.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQeTGMHwW-PQuCrra00O2cU3aHBNWiv-o4WZEDHnpcd4G8SLST9quUBRbNmg&s
Dev,2019,U,157 min,"Action, Adventure, Romance            ",6.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQKtMdxMknEkSNlj6g0oKDiTqg4T8jl_v4KuOrRce81oI1pFhFsPepYw8r0A&s
Maska,I 2020,16,111 min,"Comedy, Drama, Romance            ",5.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9kpJZf-f8E0n8UDEFDF4cYYnXV-mDAT4yjh7FJp4mVXvSSYy6Fv4RXG5q1Q&s
Supreme Motherhood: The Journey of Mata Sahib Kaur,2022,UA,100 min,"Animation, Adventure, History            ",4.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMt35362mLDhGLN_rE3p1YRw5UJvpLPJPwW7_M4aJHDhFIdn6C8k5Ta1Dq3w&s
Ekda Kaay Zala,2022,U,130 min,"Drama, Family            ",7.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9bF3dIFnXalPI8MMMk9N0X64XIM8H0ue-NZ0yfWJ9cHBj83qdxQ21AE5neQ&s
Thattathin Marayathu,2012,U,127 min,"Drama, Romance            ",7.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQx3fgHkBNive5dj-d4mLFfWkHyyOSRwgsjjEJaEaM4eSpr2y6YZyyRib7FXBc&s
Ferrari Ki Sawaari,2012,U,140 min,"Comedy, Drama, Family            ",7.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5zSyMhpA1ydSeIlfq5q46CVxVT4jqK87ul4CacmWTLZ3NElQmbZMKRpj2110&s
Amrutham,2001–2007,U,24 min,Comedy            ,2.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTb6PdDcTTXfx3_Wtj22fZA4YXwev0XQprsVeq_i1pNHko05ehrkOMaVDrodo0&s
G - Zombie,2021,UA,116 min,Sci-Fi            ,5.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSKQNziZo5mmeEJEbouA_u15yb48_2oyo2K3vic9h_jxQgEGemOYike6EmYXLo&s
Padikkathavan,2009,UA,163 min,Action            ,8.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRBKmpp719j80ar1N84Io4m8PURX6e-n0BYGs_06ApFJ8eBdzi3Le2kvlY0qSc&s
Kadhalum Kadanthu Pogum,2016,U,136 min,"Comedy, Drama, Romance            ",4.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2s2j-Ep6AqssvVOZ0ksOkl9l3cWNH27kLiByh2Uv5O_KMnws9vDu7wU9-R24&s
Sarvam Thaala Mayam,2018,U,131 min,"Drama, Music            ",7.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTbu4mUptX7r4YHY42icOPSKOQImE07eGnzBB0jxK-MhAWB0ey0w90fbOjnTg&s
Neethaane En Ponvasantham,2012,U,153 min,"Drama, Romance            ",8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTrp-gk1HuFgOQz_LmzDdlkIFE1_ERoqHV4-k45rZ2uwhyZ7yQCjzQr-CQarA&s
Yaan,2014,U,153 min,"Action, Thriller            ",7.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTybPF6rkVG_lzBnqiGSzErNxQK_4izEEJLFrD6alZCjANeYSFQFK2mz8UbHg&s
Teen Devian,1965,A,121 min,"Musical, Romance            ",4.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRfbUpivomKMwovYe2tP1UBs6RBXAqNBcXIWGthdvzwIjPG1tnIAS8ANXGHpM&s
Kalaakaar,1983,U,144 min,"Family, Romance            ",8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSdf-6bBLWgQ8Cd64PPm-o0V-nV1aZxQSVVYbuz29hWD-NQo7kf_iMX3Uj5A&s
Aakrosh,1980,A,144 min,"Crime, Drama, Music            ",4.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNA9UF6uXn_Ayam97Xhm0XqZxU50tspyj_3mPv2HODUQDwXAVdhkVkP87xaA&s
Monsoon Shootout,2013,UA,92 min,"Action, Crime, Drama            ",6.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbeuZlabUyB9_8Yv3VLsXCh_9c18esZFVareH7fSsaQrrkeFfV5vhj4QUI1Q&s
Kathakali,I 2016,U,125 min,"Action, Crime, Drama            ",7.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSxM_7Uj3PL1w-qpthx-Zci4hAKir2GC6MNvyHYKbrZymz4aHnBNXyTuJ6Krf4&s
Naan Mirugamaai Maara,2022,A,128 min,Action            ,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTxV6nWucKq_3-AujWRtLMMoOCy13q8Cojy5r9G4KZbTHrjM6Xq85GGtZIqbw&s
Super Singh,2017,UA,155 min,"Action, Comedy, Fantasy            ",7.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPt9DOSPW_Y9W7eNsfKQC0maMza6_OPjpk65Lnz_lO8FTD7_hKck7kcifiww&s
Why Cheat India,2019,UA,121 min,"Comedy, Crime, Drama            ",8.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTgdhdYD55B953MlxUvR9o75zgeVV2XRE-gbkzfP23TEITp6x6QkNjfYUgtryw&s
Vaashi,2022,U,155 min,"Drama, Thriller            ",4.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHs19fp_souoKp68pVkctNISWql0ExFQJfLt_PKsNsNJj4lebdimMcuX08tDQ&s
Kulche Chole,2022,UA,126 min,"Comedy, Romance            ",8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTuReCQiKgd2KxLoJJ6295kIswSGSwXqOmp13RqBbQLbe0DdWMeQpWVXAWlJnc&s
James,I 2022,UA,149 min,"Action, Comedy, Drama            ",7.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFGVItiLNMwrXsdoGqroh5MIGKaJDmJD4wWa8cU9kjhuITJ5zXao6K8pTHBZs&s
TuHiRe,2015,UA,130 min,"Drama, Romance            ",9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ__bbyIh_iORurPCFS2YQKqp83kyO8ernC7c_QfXf6S8CPAQy7ZZpUtp4rWYE&s
Miley Jab Hum Tum,2008–2010,PG,20 min,Romance            ,4.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6Y9sFKj0dlWleVF14ysCQZGo4ZTENA4xRDnQLUmIr946-vt3ZOBayuZ3uqw&s
Satyam Shivam Sundaram: Love Sublime,1978,A,172 min,"Drama, Romance            ",8.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQhPV8K0fEO5ccN_wishxMze8Az2J4SyMJJLW0zz2CReytI8y9m3JQS8ujuFeM&s
