title,year,certificate,runtime,genre,rating,image
Yevade Subramanyam,2015,U,150 min,"Adventure, Comedy, Drama            ",7.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQUBaT0qazk-mSAx2oJwUGayke5zjzGwa3JfTUWR53uwgj2hjMa9PQNk6Wqtb8&s
Khiladi 786,2012,U,141 min,"Action, Comedy, Romance            ",4.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ0VKkMmBD9zxA-ZYy4X7uoAFeEfslfQcU0386r5bjxaJiQ5XOT5ZJHU6TEfBk&s
Bose: Dead/Alive,2017,18,20 min,"Biography, History, Mystery            ",6.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTr9zTjAgDk-ecHzj6Tc8gyRJX8gUnLVkCuFJ7V2KHXFAr4XG9LguTQQKYnFEg&s
Timepass 3,2022,UA,122 min,"Romance, Drama            ",8.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTq0SiJOc6EoCIMnf8ciUPL5MH8GK-VjqQn8rGrLomnowlc5PGZU50oh2BoSbc&s
Thirumalai,2003,U,169 min,"Action, Romance            ",7.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-fSlm79NOMEkinzfoK5EmQs19QXdH65ycChcxkddH-HxiTgFEo_pKGycZ1A&s
Sarkar 3,2017,UA,130 min,"Action, Crime, Drama            ",5.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRnE0K89BwXdZwGGxH_vgIt-zEc7TzfObWsf_g9P-Qxqb8uB2V6Y0bhgS2p9Q&s
F.A.L.T.U,2011,UA,120 min,"Comedy, Drama            ",8.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR04eanvw0VokV8MYjarX8j4lwuRcYKOtyytNiL9ZLKoWEdeG052sPM3TLGKJk&s
Aankhen,1993,UA,170 min,"Action, Comedy, Crime            ",7.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQrsVE0kUMoHkXDlA_2Hf7nCMgRiHNTwsmzNbAhKQH1SxLAe3im3VSgSaX2yc&s
Pandu,2021,U,126 min,Comedy            ,8.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSAJ70hdAZsWuZwkWFfoxMEFZc-dLItkLuaa6SE-sYRMK4sMCwyXuRGHSakNio&s
Muthu,1995,U,132 min,"Action, Comedy, Drama            ",7.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQsUoHZ78KbxbWWL9AwTAG_KeYpGVJdWbr5p3OHWJ4rjwMgWjH7dmb7TqY3SQ&s
Andhaghaaram,2020,16,171 min,"Horror, Mystery, Thriller            ",5.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDlD0MZJnsAc6fr3ntN3Glv37Z1EFtr9p7zgL6PzBMgLco9nazrlBIWXsIfg&s
Heartbeats,2017,PG,107 min,"Comedy, Drama, Music            ",6.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRp88czjG6qBcyO2MTv4QpLeANblIm_RXZhc7TznsXRETJPCGdZsMeE6UKoAw&s
Hisss,2010,A,98 min,"Comedy, Drama, Horror            ",3.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTfM-0-VJt2_aIcYpVi4X7f6UKkGAUYR66es5wtnHa-yogjBb4i97Ps0w0Yh4E&s
Arundhati,2009,A,131 min,"Horror, Mystery, Thriller            ",3.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTmNhH9WxwBy659CjxJGd7F8cw0UR4mIfu3IyY9CGjgnfgJS9L1CXl-zY6EOrA&s
Flight,II 2021,UA,116 min,"Action, Thriller            ",7.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGpM1osDVlW_jwtY0Dp75mf-QG6IqeWibnaxHNJjxGkmBD9pC6yf9xop4mXA&s
Anamika,2022–,UA 16+,25 min,Thriller            ,7.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFu4CQJucyxKyupYeCzLOK3G_OYnY7I4u56NliaROYgZgQWWbVmGheNdN1lMA&s
Aadama Jaichomada,2014,U,116 min,Comedy            ,8.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmVBhafOQcfU6JAVdJ35YAnybcKtX4-pFXWlICey72JvJtZVesjGYOO7Bkew&s
Judwaa,1997,UA,138 min,"Action, Comedy, Drama            ",6.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSVuPN0R7EtGYBjW82B7dkIFgoP1DfstU4jLW0NTQRIgERmKfbwsftE_DqHRw&s
Cinderella,III 2021,UA,122 min,"Drama, Horror            ",2.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT5AHvldxyT-eJf9L4K0x7YV-s3ktsySxGvNkCH94CUgwP-q8smbh0d5EsIjf0&s
Mann,1999,UA,160 min,"Drama, Romance            ",8.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQu2BH40lxSTrXEwpcXOdVJ2ka0icxQEmz6e0Zec4e2fjArNRNgqch7PhgOQQ&s
Hungama,2003,U,153 min,"Comedy, Drama, Romance            ",7.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcREmGnezIzVi-3PlqTf-UTSzpOpUtE6gyK6rpHZK3k0xMAldWO6UkwbrMf0BA&s
Thittam Irandu,2021,16,120 min,"Crime, Drama, Mystery            ",5.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQbwZ2JIfLTtFEuAhWrRkks88naGgIT8q1xWHmeq0ZnmAyXBsgTDLyYM8xS3Y&s
Nirahua Hindustani,2014,A,169 min,"Action, Romance            ",7.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSaRzi7nPoS0zrT2QKRnTX0eAsud3bVVY5h5OR-_wbX9yXZiYX22Ycy-kjBIA&s
Kaali Khuhi,2020,16,90 min,"Drama, Horror, Mystery            ",7.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSs6SYRsA2E8R_IV1r-7Hk3DofNVNfCBcJ0niA3qDLvBK0ST9xKzyv17piNVuA&s
The Burning Train,1980,U,142 min,"Action, Thriller            ",5.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSgwYE0izM5_xYq0zqtBXP7DSurKvIXcPvtCqVSo7fySvq0YOGy5WSpK_yTfg&s
RK/RKAY,2021,U,95 min,Drama            ,4.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ2fqU5HUH-NtPTwJ4UCtsl48VSdaMcsj-hMcYVKbBL0XOgQSskBrHhU3gID6c&s
Dial 100,2021,UA,104 min,"Action, Thriller            ",7.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxiPR3IoMpKQRSuxGuAC4FXBEkK9CCnnyZQgI1CJgSyLurYRl7oVEXQ9y6mA&s
Buffoon,I 2022,UA,119 min,Drama            ,8.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR_2OyRn_N3Ek3_LdcNnl_3hJLMn9Je_z9wyrwiiGZoVWgIbnJFL1OWyXZwZg&s
Sathuranga Vettai,2014,U,145 min,"Crime, Thriller            ",6.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJramx_Df3P1gs3A3KlDB5duwSxUoisD_U-hKC4X8trxbtnG-dIQylkUS_jfc&s
Rascals,2011,UA,128 min,"Action, Comedy, Crime            ",6.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRDZVv_ObFo3EX_oSo1s_hnEm_HqzesALzxzkGoSvbL8yTA4lGZe7RoAxuXSA&s
Shikara,2020,UA,118 min,"Drama, History, Romance            ",9.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRDMopP14LNudXyXpbp2i26Otk0CBvMT7mNsPVEG-W2ThaxS3N_Ogg_fgS4898&s
Barrister Babu,2020–2021,13,23 min,"Drama, History, Romance            ",5.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkfI-4lRMv3tEQKNQ2164iy__ROGa3U8FWbGe29iJIFybQ3fMJGP0y8E_gyAo&s
Hero No. 1,1997,U,134 min,"Comedy, Drama, Musical            ",7.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ0NHeeN_57DcBo3r4xqA7bZ6FSLO6etEhOSEQxrcfdUwhN2zUJDjcQztJmhKI&s
Trimurti,1995,U,187 min,"Action, Drama            ",8.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSqDupQ8E8EIqm3w4RMdbBMJhp_PBuRCWpUkZEPTrDS3H9S4QyYi1Tk5jwNfHw&s
Bandon Mein Tha Dum!,2022–,UA 7+,48 min,"Documentary, Sport            ",6.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTwpiwlE9xoreYHbf9nQu770vrpI_bT09OxbaICsNXdS79LD7shNrpfnyEEfQ&s
Pariyerum Perumal,2018,U,154 min,Drama            ,4.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQbs6l0P6zNnUZLmxOKbAcAggRgMod5WGuX6Wo3sW2hquA65P3MvKug8NiEDyg&s
The Raikar Case,2020–,Not Rated,30 min,Thriller            ,6.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAlzJHwcaYgFre5_KDJcKKXI0nOAFGSyKtKjuUWfMJApDnMJ-gIKq06xdfxbU&s
Bhaagamathie,2018,UA,138 min,"Action, Horror, Thriller            ",7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2RVfB8_d6wfjK3il8LKccinZVqIsmyBQ3Ra6VuY1fXdmEOWW2vTxvE0SlU2c&s
Swarajyarakshak Sambhaji,2017–,U,30 min,"Action, Biography, History            ",8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRIt4SHa3Y6eWTunPXR7suj3gx5b1FQYFJ0KFRbp83TTWDooGUFPUf_jN_ZEg&s
Android Kunjappan Version 5.25,2019,U,140 min,"Comedy, Drama, Sci-Fi            ",4.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT5tcTbMLYf5YepKY1XwODX1chy7A0xwYcem3LvxuvgrYHk3m3RYDEvznZgdg&s
Pitta Kathalu,2021–,18,150 min,"Drama, Romance            ",6.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHlO6FXm05yULaH4isFf0HMlZ4VNSXfqstOvO-BfF5GnrPxi4YofSi71QL66A&s
Madhubala - Ek Ishq Ek Junoon,2012–2014,13,30 min,Drama            ,6.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSa1XS7D6vXu-vvOQWkxLNM5jq2XogDd8Xz_iR6RlOlVBEfZMWt8QyDZrLOtw&s
Haseena Maan Jaayegi,1999,U,147 min,"Action, Comedy, Romance            ",5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcToNev58V6a97Lg2xAomebvmjjXJu29cor5y9dRsWyGMa1ZVQXetMx8NlK-8Q&s
Khatta Meetha,2010,UA,157 min,"Comedy, Crime, Drama            ",3.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSeDvTPt1DHHPsg4NXfzB6ZFHl15ZWRQXvjatosCbhep3NB3JMvh4dn97ZXZDk&s
Dear Father,2022,U,137 min,"Comedy, Crime, Drama            ",8.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQpewv0uWdk7VvWfL5eGlaeq3eKY2YWsf36ixl8V1yDdp7iOCL092f_G6Fr-Q&s
Itlu Maredumilli Prajaneekam,2022,UA,122 min,Drama            ,4.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSgIi9hOym4hDHE4q0MoP7gkBC8sWT50QbPm-kPQj99SEwM7KdsLIE1QhPVaqA&s
Jalebi,2018,UA,112 min,"Drama, Romance            ",6.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRXYqnhkbDi6BN32_X7Ad2foXTL5BUL2EBfb0cALTQj4Q23niPlifiIuZi70w&s
Mithya,2022–,UA,36 min,"Drama, Thriller            ",9.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSL_6pjmCElLKUxafywLRMcmK5iAvN6b7X7PA1ZvPCZv8o9lyTyuMig2Se-62Y&s
Naandhi,2021,UA,146 min,"Crime, Drama, Thriller            ",8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRpY5tkaKd4dadc0DCqzeGlzcsWgyeI4DbkmBXC-rqNqwsBVV1-NX0sQMipjys&s
Sardaar Gabbar Singh,2016,UA,164 min,"Action, Comedy, Crime            ",7.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTRFAlb-9KxVyi42NP7LDP5_nc3jXvtzK2GwF7YX29J0QvTXVCVvgrxfKK7QV0&s
Footpath,2003,Unrated,164 min,"Action, Crime, Drama            ",8.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTH2sy4L5vY58b9ajCAWN-yzm2jJG323hP0fQX7fHhWPFCc4tQy6cyo3neGV5s&s
Driving Licence,2019,U,135 min,"Action, Comedy, Drama            ",8.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSn33kgAT6xbA96lwcyWAz0hCOK7q4diJ8TLlDjqCWYGZhPedMy0n2KCPhmb3E&s
Maha,2022,UA,171 min,"Crime, Mystery, Thriller            ",6.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQaGfZgIBinDqfuF3QcleX-fQfDUStYuJsY8gqhi0eEuT6La4byQQrgKq_g-Q&s
Vikramarka Vijayam,1971,U,152 min,"Adventure, Fantasy            ",7.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcScTP7cr2ii7HX7FKCJ-p4IO_LAnKitXA1UqGJe4AvVTyQHlpeaN3TrkSD9xg&s
Noorie,1979,U,120 min,"Drama, Family, Romance            ",5.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNEXGctRQc32sJUUi07kg9N0rKDEnfloYTUkpilj-6YAviUmtD-T6aB23Z1w&s
Adieu Godard,2021,A,83 min,Drama            ,7.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRwJIFIsFkrsNlIg4_TpQig7eLY80-t8YVaDflWnSl0EwAAHlC8wBWvz3D3OA&s
Ti Saddhya Kay Karte,2017,U,127 min,Romance            ,3.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTrgHRaKj9G0RBu4JLDG4kdMZvOd0XRfMMAl3lXHYz_jQFRoGmDMi88Iujp5KI&s
Makdee,2002,U,90 min,"Comedy, Family, Fantasy            ",6.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSE5US790FweL_CAcHA9oIC2Kau5ZxQrXJA0Lt3VKVz6sKMiuHtTqhQgiDWq74&s
Patiala House,2011,UA,140 min,"Drama, Sport            ",6.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSYb_N4Gz01uLvdUOgCt0c0-yxqfkmUW5yYqeZKV4NUEsTmnSad18jXD9nWirE&s
Aao Pyaar Karen,1994,U,141 min,Romance            ,6.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgmL_ZdPgs6JU32ItcYZjFc2Prm4DTcRoe_gXCzcBK0u3aYw6VX0RT4LJKS90&s
Haiwaan: The Monster,2019–2020,U/A,42 min,Fantasy            ,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRtEu0TfoKaf2bC1F2Cq8n3Buw0Dkho4kNAaKmWJBARPPU_wVFXh5msbtObxAA&s
Criminal,2022,UA,102 min,Thriller            ,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcReZoFqad2GnKCH72iRILMeg3WleFkKK2Ar08C_ysQqdmo8B4tSACskuzmI1T4&s
Gangster Gangaraju,2022,UA,132 min,"Action, Comedy            ",5.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQuVOW6QpHNGMiVnAJwm7lYqqS4zSa3x_gayaflenjmzOrJDhEx3OyctBzK7w&s
Mahakaali - Anth Hi Aarambh Hai,2017–2019,13,55 min,"Drama, Family, Fantasy            ",7.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQIQ0At_9PDcbfssMMMxrByZKTTkQPsqYyBYz-PhoB0iQVfKRBoT3kK1dHjgw&s
Raavanan,2010,UA,128 min,"Action, Adventure, Drama            ",6.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR-tF1kshofcJv5tnFzVmQbhVUCxmVJEHIKtwvnkbfQC6Ej0ao-k5FmfFcmgA&s
Home Shanti,2022–,UA 13+,30 min,Comedy            ,5.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQzv7lIvXZ31kwfXAGKaMMXYF1yzu0aa5HRpHL372fE4E897IuvIWxbtVYAgQ&s
Farzand,2018,UA,141 min,"Action, Drama, History            ",6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT9a08kO_MuSNvSU_hu0et3Wquj2VKbamxuW_fRxXgU66oWacDCpF0KqmGblDE&s
Baadshah,2013,UA,164 min,"Action, Comedy            ",9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTwamN9-MLmkavnMJ7k5YDOT9mc_k1U3A8VNDrB2EpfRm-0NpB8l0BLJd-CWrI&s
Commando,2013,UA,124 min,"Action, Adventure, Thriller            ",8.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ4iUPHlwzKQ2bz3P4p2GdfxvR79m8ObZUZXhP7eYiWdbJu5ePAaog5Bs7D9A&s
Majili,2019,UA,154 min,"Drama, Romance            ",2.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyXFxinPjpF0wivOtu0aoEgehf9ldzsZC0XvTL5ugGSQehoR52VD-eiQQOaw&s
Mera Naam Joker,1970,U,224 min,"Comedy, Drama            ",7.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDmvzvFMhgacHkWU2xIfRXir3629ES67D-L_7Bg-gXfAsCzDA45KpYe8Oy4EA&s
Kandy Twist,2019,A,113 min,Drama            ,7.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRjod8Gsvb2-yUPWiQAK1cD87wGKT8X_kUTgNuWLi4-kqUE5Lp8S4CQo9P4VA&s
Chirodini Tumi Je Amar,2008,U,180 min,Romance            ,8.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTN0YQiEFOX18FyO18qW253tnUQ_zJKHI8lox84bdo3fKFtG255qpWo_eMHkbA&s
Tathaastu,2019,UA,26 min,Comedy            ,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSILEdmrrDD7b5_iojs1FdQtPMPadrrDhxtaZ6oDrfzttMY-IZ7iZ3PTwhz9A&s
Main Aur Charles,2015,A,119 min,"Action, Biography, Crime            ",7.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQY8TYbymg3brV4n8yW1eHHrbGLMCGmhFxzwHgLMBViLuguDMHuxLuigaFV3-Y&s
Jatt & Juliet,2012,UA,140 min,"Comedy, Romance            ",5.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRBK6euLt2IVKUzcLh1ai5CLnENn2l013Ov53Z7T22lWO82Bypdw0ZKEmkIXoQ&s
Carry on Jatta 2,2018,UA,149 min,Comedy            ,6.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRiKCReMbPrzNTzMCY4_xS_Fnzgz0No9noYi_F7MfohXK7D7C23D14xkMxxTQQ&s
Hanuman,2005,U,89 min,Animation            ,6.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS8HOwtgqR-J5toySkuYRvUX3G6w5---1CZEGKVG4qmbvMTQKkYLYLZXee01PE&s
Theal,2022,UA,113 min,Action            ,3.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHwQ_OSuaH_ojuOUKv0taFWVoKHFL6L8juvXqYIKO3YMjBset8Ql-P6tgetQ&s
Musafir,2004,A,151 min,"Action, Crime, Drama            ",7.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTugzklo2dT7DxUXiXluY5_A0SlaFXEU8HPSCLLHkTTuEITbb3EhjWQkCfGPlM&s
Saina,2021,U,135 min,"Biography, Drama, Sport            ",6.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR4Ixb7nVVjIEV6teRvAv9KePGOpQXc_gc1g-1mxJDeLbvQneb2JnlPUearMmY&s
The Ghazi Attack,2017,UA,116 min,"Action, Thriller, War            ",8.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQH-bqJOE4N5tgxHHU0grHYLX8Fet3qBE2rUkPH7ee6hxhYNmPdbX4hcFnDIOI&s
R... Rajkumar,2013,UA,146 min,"Action, Comedy, Crime            ",5.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNZJbmQitSwc9ze77H9n5QrDN2jO4Jg_E0LVADJCgnjF-mF_42oVMG-U0RSQ&s
Pada,2022,UA,130 min,"Crime, Drama, Thriller            ",8.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSq4NCbdXXGeup_P47iLbVdr-UrZVLefQ6soBX75e6meSVy4qnhRss1I1XG7w&s
Baaghi 2,2018,UA,137 min,"Action, Crime, Drama            ",6.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_EmBhfwSF2AF8mPId_dMQ6_9yG12fxjcMMX-xLQG3G3_EvL4f1rscU4xnBg&s
Ballabhpurer Roopkotha,2022,UA,136 min,"Comedy, Horror            ",4.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTxGp6AXg6I-zxtu6u6wCeQPi1nO2gXfs0fkaau2jUSA5jkBkS2U0M0PzzhhQ&s
404: Error Not Found,2011,UA,121 min,"Drama, Mystery, Thriller            ",8.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSiic40xETfTeWn9n0N_i5x2uunwoDj4NwBFQ1yKKV9j5aYXxwN9toRQV54ZI0&s
Har Yug Mein Aayega Ek - Arjun,2012–2014,U,44 min,Action            ,7.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRFsXWu9RCUqNqDC4UXwtfOR_Y60uAQl__V6Qv3K8THJ5Q5v8NXQQzXJcvskM4&s
Karz,1980,U,159 min,"Action, Musical, Romance            ",8.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSEG8IPqJJWHeXO7KJFgY92kHI37UzHHII5ScDTarUuuX1AneIB7w6sNbRKx_c&s
Aagadu,2014,UA,165 min,"Action, Comedy            ",8.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRMZbsYT54NwTwE9BqlWdDAf9z3hdH7McPcfb1Xi3p7bralDdPFEFsqF88YHg&s
Upendra,1999,U,138 min,"Drama, Thriller            ",7.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTtVCam5MC8YIgTjGkx-DTJWwj22y9_VIv3JMm97hqnORTT7tto9tuxBYGQu-M&s
Lahoriye,2017,U,137 min,Drama            ,6.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSjOeL9R5W1DgHdHuVwsW-54B0s26TPSj_xVudtfpH4wRRMVmKQiPvfSJp-NjY&s
Beautiful Billo,2022,UA,120 min,Comedy            ,8.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR9OqBcUkSOhkdCP-ne_IdayXaqbvsqce3mDb4V_fVTBgDpywT2FnJsx87mNpY&s
Deyyam,2021,UA,98 min,Horror            ,9.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmrTKfXhwonJMcZMAqtgggToZrhz_B99CZWBSb-cdSKEIy29N8-WUPJBDt_A&s
Chain Kulii Ki Main Kulii,2007,Unrated,118 min,"Comedy, Drama, Family            ",6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5gxNzPbpQ7lAIfc1cI2ULr2pbXF-JMYM56SqeJXdgRCS99QvO-OKXDH_r4g&s
Gaddaar,1995,U,152 min,"Action, Drama, Romance            ",7.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSc8l-mbMfgppQgG-gDY9iPg5p7Xmr26fFXmv8XGalvfAcIKPcmjEEJoDS3w&s
Risky Ishq,2021–,15+,15 min,"Crime, Thriller            ",7.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNsJ1IwYpdrwbZIFCQuLP7MCgrXRQ_eFC18JI06b6KGENgoJkgV7dz-PjHC90&s
Ek Duuje Ke Liye,1981,U,167 min,"Drama, Musical, Romance            ",6.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9sB6shaMMeD-6dGnNYq6HTVlSxBwQfztaWuwmzyZMkWHxSLXtbf4Kn42aie8&s
Virasat,1997,UA,165 min,"Drama, Family, Musical            ",6.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT1xy2cINi5IE6OdCsfv32MopiKuJLADSXHn1STU8rczep0LOd55_woChSydw&s
A1 Express,2021,U,138 min,Drama            ,8.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNdJlxQpIM9HYzru48BzdsDVUYx3jaAB_yVezhSu-KzJQboLsX3YzTj4zjUA&s
Alluri,2022,UA,120 min,"Action, Crime, Drama            ",8.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ6sRAtw8cSNusvLjgWotbeTmpn88piRTAuCyNlH754qQ_z8r7p9PgrZt-faw&s
Mastizaade,2016,A,119 min,Comedy            ,7.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQ9ZmG6HXeQD8ItAJIyG58Z0QBztm6SbgnTceYjgeQAIxmTB35_EeA4Uldpt4&s
Dharmaveer,2022,UA,176 min,"Biography, Crime, Drama            ",5.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7j88NHpGJToeHl2CF_T9Fh3DFHxhl0tRIHYQqCY0BHa_XyrRtfUx9THwXAA&s
Suno Sasurji,2020–,18,35 min,Romance            ,8.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_IpDrKn--D77W4F_V5Q812oegZ048vXjHkBnJVgq38jRGDevXu_SRAzflng&s
Perfumed Garden: Tales of the Kama Sutra,2000,R,95 min,"Drama, Romance            ",3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTaUYArEMTNxJrNYRUFGY2oQxrO2L5HKXCItQgbmBHN5a0OGtJ25-rwrNZrDZs&s
Kumkum Bhagya,2014–,U/A,20 min,"Comedy, Drama, Romance            ",7.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSPZuoeYoeqM_hCIpalXz4sA-l2OGcW2rngpEG_6JKspoT1muCC4GZJjodxhg&s
Size Zero,2015,U,125 min,"Comedy, Romance            ",7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ22tjrmEGInFR7-cihyNYcfH-9HKkM5i12kpxJb_sEKDipj5jGFBrdo-FqKg&s
36 China Town,2006,UA,140 min,"Comedy, Mystery, Thriller            ",7.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9Uha5vnK8NI7N8G1lUeDuqz-KNlAOpAs7jOlbfiWcC7GwSYiuZlJDmk65ZUg&s
Kadhalil Sodhappuvadhu Yeppadi,2012,U,125 min,"Comedy, Romance            ",4.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRetJijRTKWchpuapO61g7dfaXa5SijIl7JeER-xOwjFCaLDayJqZ4nzLVdMt8&s
